name,reaction,lenS,lenU,lendiff,io,na,oa,op,pa,qw,qy,su,label
1902F3001_016,6000.0,31.0,0.0,31.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
1902F3001_017,1826.0,39.0,15.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.8
1902F3001_018,2411.0,48.0,43.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.6
1902F3001_019,6000.0,23.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.8
1902F3001_020,657.0,16.0,30.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.2
1902F3001_021,4649.0,37.0,8.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.4
1902F3001_022,6000.0,48.0,0.0,48.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.2
1902F3001_023,922.0,43.0,9.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.2
1902F3001_024,723.0,76.0,0.0,76.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E
1902F3001_025,2643.0,76.0,20.0,56.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E
1902F3001_026,6000.0,25.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
1902F3001_027,1479.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0
1902F3001_028,755.0,38.0,15.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.4
1902F3001_029,2749.0,33.0,31.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.4
1902F3001_030,3271.0,22.0,40.0,-18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0
1902F3001_031,2320.0,91.0,29.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.8
1902F3001_032,6000.0,13.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.6
1902F3001_033,1849.0,33.0,75.0,-42.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.8
1902F3001_034,6000.0,13.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
1902F3001_035,6000.0,23.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.8
1902F3001_036,604.0,42.0,32.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.4
1902F3001_037,1057.0,30.0,55.0,-25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.8
1902F3001_038,6000.0,25.0,0.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.2
1902F3001_039,1565.0,21.0,64.0,-43.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.2
1902F3001_040,6000.0,17.0,0.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.6
1902F3001_041,1408.0,29.0,11.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.6
1902F3001_042,6589.0,29.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.4
1902F3001_043,1785.0,21.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.8
1902F3001_044,1292.0,26.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0
1902F3001_045,796.0,13.0,51.0,-38.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.2
1902F3001_046,1658.0,22.0,0.0,22.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.6
1902F3001_047,6000.0,23.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
1902F3001_048,6000.0,25.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
1902F3001_049,553.0,31.0,69.0,-38.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.6
1902F3001_050,846.0,29.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.6
1902F3001_051,3765.0,8.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.6
1902F3001_052,6083.0,18.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.8
1902F3001_053,7869.0,40.0,60.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0
1902F3001_054,6000.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.8
1902F3001_055,3564.0,18.0,32.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.6
1902F3001_056,1141.0,49.0,16.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.6
1902F3001_057,3392.0,18.0,83.0,-65.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.2
1902F3001_058,6000.0,12.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.2
1902F3001_059,6000.0,31.0,0.0,31.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
1902F3001_060,5518.0,65.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.2
1902F3001_061,8828.0,37.0,88.0,-51.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.2
1902F3001_062,6000.0,8.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
1902F3001_063,1290.0,17.0,0.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.2
1902F3002_001,6000.0,22.0,0.0,22.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
1902F3002_002,1279.0,60.0,19.0,41.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.2
1902F3002_003,1063.0,32.0,30.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.8
1902F3002_004,859.0,19.0,26.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.2
1902F3002_005,922.0,50.0,0.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0
1902F3002_006,903.0,22.0,0.0,22.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.8
1902F3002_007,6000.0,22.0,0.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
1902F3002_008,1518.0,23.0,25.0,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.2
1902F3002_009,990.0,44.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.2
1902F3002_010,488.0,20.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0
1902F3002_011,787.0,45.0,16.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1902F3002_012,1584.0,24.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1902F3002_013,863.0,22.0,30.0,-8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0
1902F3002_014,2411.0,36.0,0.0,36.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0
1902F3002_015,1236.0,19.0,24.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.2
1902F3002_016,250.0,38.0,0.0,38.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0
1902F3002_017,183.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.8
1902F3002_018,195.0,29.0,13.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.8
1902F3002_019,223.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.4
1902F3002_020,1710.0,13.0,11.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.6
1902F3002_021,6000.0,23.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
1902F3002_022,510.0,31.0,0.0,31.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.4
1902F3002_023,1369.0,39.0,16.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0
1902F3002_024,1772.0,48.0,37.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.2
1902F3002_025,728.0,36.0,15.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.8
1902F3002_026,1815.0,12.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.8
1902F3002_027,921.0,39.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.8
1902F3002_028,434.0,37.0,46.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0
1902F3002_029,6000.0,13.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.8
1902F3002_030,637.0,26.0,0.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.6
1902F3002_031,6000.0,23.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
1902F3002_032,2634.0,14.0,16.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.2
1902F3002_033,171.0,20.0,47.0,-27.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.8
1902F3002_034,1417.0,19.0,59.0,-40.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0
1902F3002_035,451.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.2
1902F3002_036,6000.0,25.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.2
1902F3002_037,2918.0,38.0,16.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0
1902F3002_038,2412.0,15.0,36.0,-21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.2
1902F3002_039,1468.0,22.0,55.0,-33.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.4
1902F3002_040,1709.0,15.0,38.0,-23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.4
1902F3002_041,926.0,13.0,42.0,-29.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.8
1902F3002_042,6000.0,43.0,0.0,43.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
1902F3002_043,948.0,23.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.2
1902F3002_044,1252.0,14.0,20.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.4
1902F3002_045,1909.0,34.0,49.0,-15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.2
1902F3002_046,1447.0,20.0,42.0,-22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0
1902F3002_047,6000.0,23.0,0.0,23.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
1902F3002_048,1977.0,42.0,32.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.8
1902F3002_049,6000.0,25.0,0.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
1902F3002_050,1252.0,26.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.8
1902F3002_051,1447.0,20.0,48.0,-28.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.2
1902F3002_052,6000.0,13.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
1902F3002_053,158.0,22.0,0.0,22.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
1902F3002_054,1006.0,13.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
1902F3002_055,939.0,23.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
1902F3002_056,1505.0,21.0,0.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.8
1902F3002_057,1212.0,17.0,38.0,-21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.4
1902F3002_058,676.0,20.0,46.0,-26.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.6
1902F3002_059,6000.0,24.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.6
1902F3002_060,1185.0,32.0,58.0,-26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.6
1902F3002_061,252.0,13.0,11.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.2
1902F3002_062,230.0,24.0,29.0,-5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.8
1902F3002_063,1892.0,23.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.8
1902F3002_064,1737.0,22.0,30.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.4
1902F3002_065,2580.0,24.0,41.0,-17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.6
1902F3002_066,6000.0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.4
1902F3002_067,1499.0,18.0,33.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0
1902F3002_068,6000.0,13.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
1902F3002_069,1280.0,24.0,0.0,24.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
1902F3002_070,1652.0,25.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.2
1902F3002_071,1384.0,29.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.2
1902F3002_072,460.0,8.0,13.0,-5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.8
1902F3002_073,21.0,8.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.8
1902F3002_074,2398.0,18.0,26.0,-8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.6
1902F3002_075,2316.0,40.0,64.0,-24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.4
1902F3002_076,1753.0,16.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.8
1902F3002_077,1582.0,15.0,56.0,-41.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.8
1902F3002_078,1271.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.8
1902F3002_079,6000.0,25.0,0.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
1902F3002_080,4843.0,65.0,45.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
1902F3002_081,817.0,37.0,26.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0
1902F3002_082,6000.0,17.0,0.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
1902F4001_001,1563.0,22.0,0.0,22.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.4
1902F4001_002,877.0,60.0,7.0,53.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.4
1902F4001_003,1187.0,32.0,14.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.4
1902F4001_004,1766.0,19.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.4
1902F4001_005,1718.0,17.0,29.0,-12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.6
1902F4001_006,815.0,50.0,9.0,41.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.2
1902F4001_007,1314.0,22.0,10.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0
1902F4001_008,6000.0,23.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
1902F4001_009,6000.0,22.0,0.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
1902F4001_010,2694.0,23.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.2
1902F4001_011,117.0,23.0,25.0,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.6
1902F4001_012,2741.0,23.0,12.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
1902F4001_013,2661.0,19.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.2
1902F4001_014,1295.0,63.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.2
1902F4001_015,6000.0,13.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
1902F4001_016,568.0,44.0,38.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0
1902F4001_017,807.0,20.0,56.0,-36.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.4
1902F4001_018,1149.0,45.0,18.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.8
1902F4001_019,133.0,20.0,46.0,-26.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.2
1902F4001_020,1119.0,24.0,0.0,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.8
1902F4001_021,715.0,36.0,0.0,36.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.2
1902F4001_022,6000.0,31.0,0.0,31.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
1902F4001_023,130.0,39.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.8
1902F4001_024,2099.0,48.0,23.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.6
1902F4001_025,6000.0,23.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.2
1902F4001_026,1947.0,16.0,27.0,-11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.4
1902F4001_027,114.0,28.0,29.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.2
1902F4001_028,119.0,20.0,57.0,-37.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.8
1902F4001_029,374.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.2
1902F4001_030,123.0,29.0,72.0,-43.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.2
1902F4001_031,6000.0,13.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.2
1902F4001_032,3783.0,59.0,12.0,47.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8
1902F4001_033,6000.0,8.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
1902F4001_034,6000.0,23.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
1902F4001_035,6000.0,25.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
1902F4001_036,123.0,14.0,20.0,-6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.2
1902F4001_037,137.0,31.0,50.0,-19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.4
1902F4001_038,123.0,6.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.2
1902F4001_039,124.0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0
1902F4001_040,135.0,18.0,39.0,-21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.4
1902F4001_041,137.0,29.0,46.0,-17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.6
1902F4001_042,131.0,8.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.2
1902F4001_043,6000.0,23.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
1902F4001_044,1861.0,42.0,9.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.6
1902F4001_045,140.0,8.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.8
1902F4001_046,970.0,26.0,18.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.6
1902F4001_047,144.0,13.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
1902F4001_048,111.0,20.0,79.0,-59.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0
1902F4001_049,6000.0,8.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.4
1902F4001_050,6000.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
1902F4001_051,6000.0,13.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
1902F4001_052,6000.0,25.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
1902F4001_053,155.0,29.0,11.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.6
1902F4001_054,1089.0,31.0,89.0,-58.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.6
1902F4001_055,6000.0,13.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.2
1902F4001_056,4377.0,18.0,207.0,-189.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.2
1902F4001_057,964.0,18.0,0.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.2
1902F4001_058,374.0,31.0,0.0,31.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.2
1902F4001_059,6000.0,21.0,0.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
1902F4001_060,1323.0,17.0,22.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.4
1902F4001_061,839.0,15.0,23.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.6
1902F4001_062,142.0,45.0,13.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.6
1902F4001_063,1790.0,100.0,18.0,82.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2
1902F4001_064,711.0,32.0,55.0,-23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.2
1902F4001_065,6000.0,8.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.4
1902F4001_066,141.0,24.0,80.0,-56.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0
1902F4001_067,720.0,24.0,71.0,-47.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.8
1902F4001_068,131.0,21.0,0.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.8
1902F4001_069,1471.0,30.0,0.0,30.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.2
1902F4001_070,373.0,65.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
1902F4001_071,127.0,37.0,105.0,-68.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0
1902F4001_072,6000.0,17.0,0.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
1902F4002_001,480.0,22.0,0.0,22.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.2
1902F4002_002,1374.0,60.0,26.0,34.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.6
1902F4002_003,226.0,32.0,5.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.2
1902F4002_004,1589.0,23.0,30.0,-7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0
1902F4002_005,1261.0,19.0,23.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.6
1902F4002_006,620.0,17.0,42.0,-25.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.8
1902F4002_007,1750.0,50.0,0.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.2
1902F4002_008,622.0,22.0,0.0,22.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0
1902F4002_009,1151.0,22.0,0.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.2
1902F4002_010,939.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0
1902F4002_011,1214.0,44.0,39.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.4
1902F4002_012,1425.0,20.0,27.0,-7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.2
1902F4002_013,1049.0,24.0,25.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.2
1902F4002_014,2106.0,18.0,49.0,-31.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.2
1902F4002_015,54.0,36.0,0.0,36.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.4
1902F4002_016,6000.0,23.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.2
1902F4002_017,137.0,31.0,0.0,31.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.2
1902F4002_018,683.0,39.0,9.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.8
1902F4002_019,119.0,48.0,21.0,27.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.6
1902F4002_020,930.0,25.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.4
1902F4002_021,2097.0,16.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.6
1902F4002_022,798.0,38.0,21.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.6
1902F4002_023,888.0,15.0,33.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.2
1902F4002_024,4404.0,18.0,52.0,-34.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.2
1902F4002_025,428.0,22.0,30.0,-8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0
1902F4002_026,807.0,43.0,0.0,43.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0
1902F4002_027,1126.0,91.0,68.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.6
